Sample #	Date	Start Time	Aerodynamic Diameter	0.542	0.583	0.626	0.673	0.723	0.777	0.835	0.898	0.965	1.037	1.114	1.197	1.286	1.382	1.486	1.596	1.715	1.843	1.981	2.129	2.288	2.458	2.642	2.839	3.051	3.278	3.523	3.786	4.068	4.371	4.698	5.048	5.425	5.829	6.264	6.732	7.234	7.774	8.354	8.977	9.647	10.37	11.14	11.97	12.86	13.82	14.86	15.96	17.15	18.43	19.81	Event 1	Event 3	Event 4	Dead Time	Inlet Pressure	Total Flow	Sheath Flow	Analog Input Voltage 0	Analog Input Voltage 1	Digital Input Level 0	Digital Input Level 1	Digital Input Level 2	Laser Power	Laser Current	Sheath Pump Voltage	Total Pump Voltage	Box Temperature	Avalanch Photo Diode Temperature	Avalanch Photo Diode Voltage	Status Flags	Median(µm)	Mean(µm)	Geo. Mean(µm)	Mode(µm)	Geo. Std. Dev.	Total Conc.
46	12/12/19	07:37:30	Raw Counts	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.3	4.97	3.97	0	0	0	0	0	75	56.1	2.634	2.607	30.5	26.1	217	0000 0000 0000 0000	0.562705	0.720078	0.697831	0.542469	1.2864	0.0199996(#/cm³)
47	12/12/19	07:37:36	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	988.7	4.96	3.98	0	0	0	0	0	75	56.2	2.621	2.607	30.5	26.1	217	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
48	12/12/19	07:37:42	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	4.97	3.97	0	0	0	0	0	75	56.2	2.624	2.607	30.5	26.1	217	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
49	12/12/19	07:37:48	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989	4.96	3.97	0	0	0	0	0	75	56.2	2.628	2.606	30.5	26.1	217	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
50	12/12/19	07:37:54	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	4.96	3.97	0	0	0	0	0	75	56.2	2.63	2.606	30.5	26.1	217	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
51	12/12/19	07:38:00	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	988.7	4.96	3.99	0	0	0	0	0	75	56.2	2.616	2.609	30.5	26.1	217	0000 0000 0000 0000	1.59841	1.59634	1.59634	1.59634	1	0.0099998(#/cm³)
52	12/12/19	07:38:06	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989	4.97	4	0	0	0	0	0	75	56.2	2.624	2.607	30.6	26.1	217	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
53	12/12/19	07:38:12	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988.7	4.97	3.99	0	0	0	0	0	75	56.2	2.617	2.608	30.6	26.1	217	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
54	12/12/19	07:38:18	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.3	4.97	3.97	0	0	0	0	0	75	56.2	2.634	2.606	30.6	26.1	217	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
55	12/12/19	07:38:24	Raw Counts	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	988.7	4.96	3.98	0	0	0	0	0	75	56.2	2.623	2.607	30.6	26.1	217	0000 0000 0000 0000	0.627245	0.626434	0.626434	0.626434	1	0.0099998(#/cm³)
56	12/12/19	07:38:30	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	4.97	3.98	0	0	0	0	0	75	56.2	2.628	2.605	30.6	26.1	217	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
57	12/12/19	07:38:36	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	4.97	3.99	0	0	0	0	0	75	56.2	2.63	2.604	30.6	26.1	217	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
58	12/12/19	07:38:42	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989	4.96	4	0	0	0	0	0	75	56.2	2.627	2.606	30.7	26.1	217	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
59	12/12/19	07:38:48	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.3	4.96	4	0	0	0	0	0	75	56.2	2.625	2.604	30.7	26.1	217	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
60	12/12/19	07:38:54	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	988.7	4.96	4	0	0	0	0	0	75	56.2	2.638	2.607	30.7	26.1	217	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
61	12/12/19	07:39:00	Raw Counts	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988.7	4.96	3.98	0	0	0	0	0	75	56.2	2.637	2.607	30.7	26.1	217	0000 0000 0000 0000	0.724331	0.723394	0.723394	0.723394	1	0.0099998(#/cm³)
62	12/12/19	07:39:06	Raw Counts	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	988.4	4.96	3.97	0	0	0	0	0	75	56.2	2.618	2.608	30.8	26.6	218	0000 0000 0000 0000	0.836444	0.835363	0.835363	0.835363	1	0.0099998(#/cm³)
63	12/12/19	07:39:12	Raw Counts	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.3	4.96	3.96	0	0	0	0	0	75	56.2	2.636	2.605	30.7	26.6	218	0000 0000 0000 0000	0.49197	0.542469	0.542469	0.542469	1	0.0099998(#/cm³)
64	12/12/19	07:39:18	Raw Counts	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988.7	4.96	3.97	0	0	0	0	0	75	56.2	2.615	2.607	30.7	26.6	218	0000 0000 0000 0000	0.778372	0.777365	0.777365	0.777365	1	0.0099998(#/cm³)
65	12/12/19	07:39:24	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988.4	4.96	3.99	0	0	0	0	0	75	56.2	2.629	2.608	30.7	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
66	12/12/19	07:39:30	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.6	4.96	3.97	0	0	0	0	0	75	56.3	2.624	2.604	30.8	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
67	12/12/19	07:39:36	Raw Counts	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988.7	4.96	3.99	0	0	0	0	0	75	56.3	2.628	2.607	30.8	26.6	218	0000 0000 0000 0000	0.627245	0.626434	0.626434	0.626434	1	0.0099998(#/cm³)
68	12/12/19	07:39:42	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	989.3	4.96	3.98	0	0	0	0	0	75	56.3	2.632	2.606	30.8	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
69	12/12/19	07:39:48	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.3	4.96	3.96	0	0	0	0	0	75	56.3	2.628	2.604	30.9	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
70	12/12/19	07:39:54	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.3	4.97	3.98	0	0	0	0	0	75	56.3	2.63	2.604	30.9	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
71	12/12/19	07:40:00	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988.7	4.97	4	0	0	0	0	0	75	56.3	2.618	2.608	30.9	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
72	12/12/19	07:40:06	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.3	4.96	4	0	0	0	0	0	75	56.3	2.626	2.605	30.9	26.6	218	0000 0000 0000 0000	1.59841	1.75543	1.71544	1.38237	1.23594	0.0299994(#/cm³)
73	12/12/19	07:40:12	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.3	4.97	3.98	0	0	0	0	0	75	56.3	2.633	2.605	30.9	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
74	12/12/19	07:40:18	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	989.3	4.97	3.96	0	0	0	0	0	75	56.3	2.629	2.603	30.9	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
75	12/12/19	07:40:24	Raw Counts	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.9	4.97	3.99	0	0	0	0	0	75	56.3	2.631	2.603	30.9	26.6	218	0000 0000 0000 0000	0.627245	0.626434	0.626434	0.626434	1	0.0099998(#/cm³)
76	12/12/19	07:40:30	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	4.97	3.99	0	0	0	0	0	75	56.3	2.623	2.604	31.1	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
77	12/12/19	07:40:36	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.3	4.97	3.99	0	0	0	0	0	75	56.3	2.619	2.607	31.1	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
78	12/12/19	07:40:42	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.3	4.97	3.98	0	0	0	0	0	75	56.3	2.627	2.603	31.1	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
79	12/12/19	07:40:48	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	4.96	3.99	0	0	0	0	0	75	56.3	2.62	2.604	31.1	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
80	12/12/19	07:40:54	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	4.96	4	0	0	0	0	0	75	56.3	2.622	2.605	31.1	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
81	12/12/19	07:41:00	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	989.6	4.97	3.98	0	0	0	0	0	75	56.3	2.627	2.604	31.2	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
82	12/12/19	07:41:06	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.3	4.96	3.99	0	0	0	0	0	75	56.3	2.625	2.605	31.2	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
83	12/12/19	07:41:12	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.6	4.96	3.99	0	0	0	0	0	75	56.3	2.638	2.606	31.2	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
84	12/12/19	07:41:18	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	989.3	4.96	3.97	0	0	0	0	0	75	56.3	2.629	2.606	31.2	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
85	12/12/19	07:41:24	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	4.96	3.97	0	0	0	0	0	75	56.3	2.622	2.604	31.2	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
86	12/12/19	07:41:30	Raw Counts	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.3	4.97	3.99	0	0	0	0	0	75	56.3	2.623	2.604	31.2	26.6	218	0000 0000 0000 0000	0.836444	0.835363	0.835363	0.835363	1	0.0099998(#/cm³)
87	12/12/19	07:41:36	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.6	4.97	3.98	0	0	0	0	0	75	56.4	2.634	2.604	31.2	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
88	12/12/19	07:41:42	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.6	4.96	3.97	0	0	0	0	0	75	56.4	2.628	2.603	31.2	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
89	12/12/19	07:41:48	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	4.96	3.97	0	0	0	0	0	75	56.4	2.618	2.605	31.2	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
90	12/12/19	07:41:54	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.3	4.96	3.98	0	0	0	0	0	75	56.4	2.628	2.605	31.3	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
91	12/12/19	07:42:00	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.6	4.96	3.98	0	0	0	0	0	75	56.4	2.63	2.606	31.3	27	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
92	12/12/19	07:42:06	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.9	4.96	3.98	0	0	0	0	0	75	56.4	2.632	2.605	31.3	26.6	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
93	12/12/19	07:42:12	Raw Counts	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.6	4.97	3.98	0	0	0	0	0	75	56.4	2.632	2.605	31.3	27	218	0000 0000 0000 0000	0.49197	0.542469	0.542469	0.542469	1	0.0099998(#/cm³)
94	12/12/19	07:42:18	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.6	4.96	3.99	0	0	0	0	0	75	56.4	2.628	2.604	31.3	27	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
95	12/12/19	07:42:24	Raw Counts	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.6	4.96	3.98	0	0	0	0	0	75	56.4	2.63	2.604	31.3	27	218	0000 0000 0000 0000	0.89885	0.897687	0.897687	0.897687	1	0.0099998(#/cm³)
96	12/12/19	07:42:30	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.3	4.97	3.99	0	0	0	0	0	75	56.4	2.632	2.605	31.3	27	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
97	12/12/19	07:42:36	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	4.96	3.97	0	0	0	0	0	75	56.4	2.625	2.605	31.3	27	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
98	12/12/19	07:42:42	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.6	4.96	3.97	0	0	0	0	0	75	56.4	2.631	2.606	31.4	27	218	0000 0000 0000 0000	2.13151	2.12875	2.12875	2.12875	1	0.0099998(#/cm³)
99	12/12/19	07:42:48	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.6	4.97	3.99	0	0	0	0	0	75	56.4	2.626	2.604	31.3	27	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
100	12/12/19	07:42:54	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	4.96	3.99	0	0	0	0	0	75	56.4	2.618	2.605	31.4	27	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
101	12/12/19	07:43:00	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.6	4.96	3.97	0	0	0	0	0	75	56.4	2.63	2.605	31.4	27	218	0000 0000 0000 0000	1.28806	1.2864	1.2864	1.2864	1	0.0099998(#/cm³)
102	12/12/19	07:43:06	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.6	4.96	3.98	0	0	0	0	0	75	56.4	2.631	2.605	31.4	27	218	0000 0000 0000 0000	1.38416	1.38237	1.38237	1.38237	1	0.0099998(#/cm³)
103	12/12/19	07:43:12	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989.3	4.97	3.98	0	0	0	0	0	75	56.4	2.635	2.605	31.4	27	218	0000 0000 0000 0000	-1.#IND	-1.#IND	-1.#IND	0	-1.#IND	0(#/cm³)
104	12/12/19	07:43:18	Raw Counts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	989.3	4.96	3.98	0	0	0	0	0	75	56.4	2.628	2.606	31.4	27	218	0000 0000 0000 0000	2.29054	2.28757	2.28757	2.28757	1	0.0099998(#/cm³)
